,from_iso3,to_iso3,sector,trade_value
6722,CHN,LUX,Chemicals,5108492.0
6723,CHN,BEN,Manufacturing,146142991.0
6724,CHN,COD,Machinery,30978108.0
6725,CHN,SVN,Mining,2167931.0
6726,CHN,MYS,Electricals,7138650464.0
6727,CHN,LAO,Vehicles,67315567.0
6728,CHN,MYT,Other,1551409.0
6729,CHN,ATG,Textiles,1665569.0
6730,CHN,CAN,Food,420228446.0
6731,CHN,FIN,Minerals,42853019.0
6732,CHN,ARG,Electricals,1198084776.0
6733,CHN,TZA,Other,45338984.0
6734,CHN,ETH,Metals,272541772.0
6735,CHN,SUR,Agriculture,2858429.0
6736,CHN,IDN,Minerals,441512941.0
6737,CHN,SRB,Leather,79011856.0
6738,CHN,NOR,Electricals,1197856374.0
6739,CHN,LUX,Textiles,77145280.0
6740,CHN,AUT,Vehicles,87920445.0
6741,CHN,PER,Food,23367220.0
6742,CHN,NAM,Textiles,87977064.0
6743,CHN,DNK,Metals,382575978.0
6744,CHN,LVA,Food,5245363.0
6745,CHN,MDA,Plastics,17562848.0
6746,CHN,HKG,Machinery,4184153872.0
6747,CHN,PNG,Other,51848674.0
6748,CHN,VNM,Food,251373612.0
6749,CHN,JAM,Electricals,17961984.0
6750,CHN,KAZ,Paper,25125636.0
6751,CHN,BGR,Textiles,109145513.0
6752,CHN,CUB,Manufacturing,26919610.0
6753,CHN,ALB,Textiles,37108848.0
6754,CHN,PER,Plastics,110569556.0
6755,CHN,GRL,Wood,19417.0
6756,CHN,LCA,Paper,49479.0
6757,CHN,MDA,Food,4468051.0
6758,CHN,LVA,Plastics,11796118.0
6759,CHN,BTN,Vehicles,143851.0
6760,CHN,GEO,Manufacturing,16519014.0
6761,CHN,JOR,Mining,487099.0
6762,CHN,GMB,Agriculture,648060.0
6763,CHN,ATG,Chemicals,1145220.0
6764,CHN,SLV,Electricals,26640597.0
6765,CHN,ISL,Manufacturing,16315102.0
6766,CHN,QAT,Paper,4470374.0
6767,CHN,VNM,Plastics,347577318.0
6768,CHN,LBY,Other,248230306.0
6769,CHN,NIC,Mining,18411.0
6770,CHN,FIN,Manufacturing,218643042.0
6771,CHN,MNE,Leather,11683218.0
6772,CHN,NPL,Food,8701801.0
6773,CHN,JPN,Agriculture,1482635673.0
6774,CHN,LKA,Food,13342681.0
6775,CHN,SAU,Vehicles,464531614.0
6776,CHN,GRC,Metals,241937859.0
6777,CHN,GTM,Metals,61901631.0
6778,CHN,ITA,Agriculture,221895700.0
6779,CHN,ECU,Other,167748350.0
6780,CHN,TTO,Other,53476030.0
6781,CHN,SEN,Leather,20766790.0
6782,CHN,ABW,Electricals,1194775.0
6783,CHN,IDN,Manufacturing,648657097.0
6784,CHN,GAB,Agriculture,810181.0
6785,CHN,NZL,Electricals,687233020.0
6786,CHN,NLD,Manufacturing,3268410231.0
6787,CHN,NPL,Plastics,26460795.0
6788,CHN,MNG,Vehicles,59273449.0
6789,CHN,CAN,Wood,116328242.0
6790,CHN,LKA,Plastics,30042924.0
6791,CHN,AUS,Fuel,102776993.0
6792,CHN,BLZ,Agriculture,18621.0
6793,CHN,TKM,Electricals,79334466.0
6794,CHN,COD,Paper,4125068.0
6795,CHN,BEN,Minerals,20429265.0
6796,CHN,SWE,Textiles,851443806.0
6797,CHN,GIB,Leather,2199.0
6798,CHN,TUR,Minerals,310243848.0
6799,CHN,ANT,Leather,1995729.0
6800,CHN,PAN,Plastics,115094448.0
6801,CHN,SAU,Metals,973917980.0
6802,CHN,GRC,Vehicles,1275404265.0
6803,CHN,GTM,Vehicles,33321978.0
6804,CHN,GRD,Wood,956139.0
6805,CHN,UGA,Mining,90320.0
6806,CHN,NLD,Fuel,40301321.0
6807,CHN,AUS,Manufacturing,2705796541.0
6808,CHN,SOM,Other,30847750.0
6809,CHN,MOZ,Paper,3756170.0
6810,CHN,PRY,Mining,10712.0
6811,CHN,MNG,Metals,146349927.0
6812,CHN,NFK,Wood,1168.0
6813,CHN,SRB,Mining,215339.0
6814,CHN,PAN,Food,18453304.0
6815,CHN,IDN,Fuel,1504229472.0
6816,CHN,FIN,Fuel,1030718.0
6817,CHN,UKR,Machinery,800493592.0
6818,CHN,SVN,Leather,81764565.0
6819,CHN,MAC,Electricals,117080799.0
6820,CHN,VCT,Chemicals,674680.0
6821,CHN,AZE,Chemicals,5478542.0
6822,CHN,ZWE,Food,229124.0
6823,CHN,AUT,Metals,340066798.0
6824,CHN,IRQ,Agriculture,2374141.0
6825,CHN,SVK,Business Services,24780.0
6826,CHN,MDV,Chemicals,2319976.0
6827,CHN,DNK,Vehicles,480658218.0
6828,CHN,ISL,Fuel,5447.0
6829,CHN,SYR,Food,20997449.0
6830,CHN,ARE,Plastics,734340683.0
6831,CHN,VEN,Chemicals,417326886.0
6832,CHN,GUY,Agriculture,2878347.0
6833,CHN,GEO,Fuel,117114.0
6834,CHN,AGO,Business Services,5882.0
6835,CHN,XXX,Textiles,157098902.0
6836,CHN,LTU,Electricals,137570032.0
6837,CHN,IRN,Food,36916306.0
6838,CHN,DMA,Chemicals,2466747.0
6839,CHN,CUB,Fuel,345658.0
6840,CHN,BTN,Metals,6509375.0
6841,CHN,ZWE,Plastics,4294841.0
6842,CHN,FJI,Electricals,11943621.0
6843,CHN,SLB,Wood,134798.0
6844,CHN,COK,Chemicals,72312.0
6845,CHN,IRN,Plastics,347107591.0
6846,CHN,BIH,Textiles,60700271.0
6847,CHN,SYR,Plastics,58896559.0
6848,CHN,ARE,Food,104974437.0
6849,CHN,GIN,Electricals,41379963.0
6850,CHN,HUN,Wood,2963000.0
6851,CHN,LAO,Agriculture,1963960.0
6852,CHN,FRA,Manufacturing,3878052504.0
6853,CHN,KHM,Machinery,75278615.0
6854,CHN,TJK,Paper,11680934.0
6855,CHN,ZMB,Minerals,4696915.0
6856,CHN,OMN,Machinery,508769655.0
6857,CHN,SUR,Vehicles,10937255.0
6858,CHN,KEN,Business Services,1037.0
6859,CHN,MAC,Chemicals,69265417.0
6860,CHN,VUT,Textiles,2716597.0
6861,CHN,KGZ,Textiles,678083998.0
6862,CHN,POL,Machinery,1076794496.0
6863,CHN,CYP,Textiles,30055011.0
6864,CHN,PRK,Business Services,16.0
6865,CHN,BEL,Business Services,9882.0
6866,CHN,CMR,Metals,80269811.0
6867,CHN,BGD,Minerals,115509964.0
6868,CHN,THA,Textiles,1000051290.0
6869,CHN,PRT,Machinery,169695294.0
6870,CHN,COL,Wood,10079619.0
6871,CHN,CZE,Mining,7936424.0
6872,CHN,MDG,Fuel,3015067.0
6873,CHN,UZB,Machinery,386718750.0
6874,CHN,GBR,Other,9204813544.0
6875,CHN,PLW,Paper,30141.0
6876,CHN,TUN,Food,6903060.0
6877,CHN,LTU,Chemicals,31113445.0
6878,CHN,ESP,Agriculture,160860596.0
6879,CHN,USA,Mining,396750619.0
6880,CHN,VEN,Electricals,1683259671.0
6881,CHN,MMR,Metals,337754588.0
6882,CHN,YEM,Leather,30692629.0
6883,CHN,MKD,Mining,2772458.0
6884,CHN,SGP,Leather,313707070.0
6885,CHN,MRT,Minerals,6573084.0
6886,CHN,CPV,Machinery,2460283.0
6887,CHN,MDV,Electricals,5180369.0
6888,CHN,NER,Utilities,1163.0
6889,CHN,MWI,Agriculture,99450.0
6890,CHN,VCT,Electricals,1134001.0
6891,CHN,DZA,Vehicles,869784243.0
6892,CHN,AZE,Electricals,170647614.0
6893,CHN,DEU,Other,12873544822.0
6894,CHN,GIN,Chemicals,15799553.0
6895,CHN,CHL,Agriculture,8694073.0
6896,CHN,TUN,Plastics,32581257.0
6897,CHN,WSM,Other,8518529.0
6898,CHN,COK,Electricals,153339.0
6899,CHN,FJI,Chemicals,7804320.0
6900,CHN,ROM,Machinery,230123926.0
6901,CHN,BHS,Minerals,1307997.0
6902,CHN,MEX,Paper,132383413.0
6903,CHN,IND,Textiles,1268886530.0
6904,CHN,DMA,Electricals,1328376.0
6905,CHN,BRB,Minerals,3105733.0
6906,CHN,KNA,Vehicles,39251.0
6907,CHN,CHE,Paper,36964236.0
6908,CHN,BMU,Plastics,240293.0
6909,CHN,MMR,Vehicles,319129077.0
6910,CHN,JAM,Chemicals,31647299.0
6911,CHN,CRI,Other,91028192.0
6912,CHN,NER,Leather,6413960.0
6913,CHN,TUV,Plastics,41118.0
6914,CHN,HRV,Textiles,263844635.0
6915,CHN,PYF,Other,27691445.0
6916,CHN,NOR,Chemicals,126843387.0
6917,CHN,DZA,Metals,1345177704.0
6918,CHN,DJI,Wood,627394.0
6919,CHN,MYS,Textiles,603588007.0
6920,CHN,CYM,Other,10120074.0
6921,CHN,RWA,Agriculture,7445.0
6922,CHN,SLV,Chemicals,24201736.0
6923,CHN,ARG,Textiles,342806739.0
6924,CHN,BMU,Food,4022.0
6925,CHN,ATG,Electricals,3034854.0
6926,CHN,BDI,Wood,279653.0
6927,CHN,SYC,Paper,865974.0
6928,CHN,CHN,Leather,416721064.0
6929,CHN,MUS,Business Services,113.0
6930,CHN,KNA,Metals,448296.0
6931,CHN,TUV,Food,47765.0
6932,CHN,EGY,Machinery,517869260.0
6933,CHN,HTI,Manufacturing,9081029.0
6934,CHN,NGA,Machinery,1024696609.0
6935,CHN,ABW,Chemicals,689747.0
6936,CHN,MDG,Manufacturing,9181542.0
6937,CHN,KWT,Leather,52794000.0
6938,CHN,ARM,Leather,15575830.0
6939,CHN,SLE,Mining,10066.0
6940,CHN,LBR,Mining,30936.0
6941,CHN,BOL,Wood,326943.0
6942,CHN,COG,Textiles,79741635.0
6943,CHN,IRL,Paper,33831542.0
6944,CHN,ETH,Agriculture,884043.0
6945,CHN,SUR,Metals,32398036.0
6946,CHN,AND,Minerals,94206.0
6947,CHN,RUS,Minerals,474672223.0
6948,CHN,BWA,Wood,1869676.0
6949,CHN,CMR,Vehicles,78990429.0
6950,CHN,BRN,Agriculture,2259089.0
6951,CHN,EST,Mining,627366.0
6952,CHN,FRA,Fuel,44417488.0
6953,CHN,TKM,Chemicals,50002901.0
6954,CHN,MSR,Leather,7161.0
6955,CHN,ERI,Mining,319.0
6956,CHN,NZL,Chemicals,176977574.0
6957,CHN,PAK,Machinery,541063688.0
6958,GBR,ABW,Inland Transport,521355.6989337936
6959,GBR,AFG,Inland Transport,292410.0191180189
6960,GBR,AGO,Inland Transport,13224755.041564524
6961,GBR,AIA,Inland Transport,114393.40024900825
6962,GBR,ALB,Inland Transport,1353063.013852086
6963,GBR,AND,Inland Transport,415129.06041631656
6964,GBR,ANT,Inland Transport,1595888.4874187692
6965,GBR,ARE,Inland Transport,33479403.21359258
6966,GBR,ARG,Inland Transport,25553402.07067013
6967,GBR,ARM,Inland Transport,2157600.6876569395
6968,GBR,ASM,Inland Transport,5.658772858117063
6969,GBR,ATG,Inland Transport,304130.6101960886
6970,GBR,AUS,Inland Transport,50856824.25691881
6971,GBR,AUT,Inland Transport,182892951.61090663
6972,GBR,AZE,Inland Transport,4055338.76798178
6973,GBR,BDI,Inland Transport,484649.3002776767
6974,GBR,BEL,Inland Transport,244211590.36230573
6975,GBR,BEN,Inland Transport,1330792.4967442905
6976,GBR,BFA,Inland Transport,3560838.852791225
6977,GBR,BGD,Inland Transport,15042318.648799382
6978,GBR,BGR,Inland Transport,8888437.839770196
6979,GBR,BHR,Inland Transport,73073.53342352831
6980,GBR,BHS,Inland Transport,1522367.965856324
6981,GBR,BIH,Inland Transport,773781.4695979095
6982,GBR,BLR,Inland Transport,744884.6285169146
6983,GBR,BLZ,Inland Transport,417957.1345147614
6984,GBR,BMU,Inland Transport,2444092.7174324933
6985,GBR,BOL,Inland Transport,2643222.951603864
6986,GBR,BRA,Inland Transport,81556726.75748523
6987,GBR,BRB,Inland Transport,679652.9240050153
6988,GBR,BRN,Inland Transport,2090.7756100556835
6989,GBR,BTN,Inland Transport,21253.067867648664
6990,GBR,BWA,Inland Transport,139768.08405006898
6991,GBR,CAF,Inland Transport,408198.4681078507
6992,GBR,CAN,Inland Transport,159249426.72603312
6993,GBR,CHE,Inland Transport,794397.4557547184
6994,GBR,CHL,Inland Transport,51925182.4949649
6995,GBR,CHN,Inland Transport,399719373.4593607
6996,GBR,CIV,Inland Transport,6971856.585605664
6997,GBR,CMR,Inland Transport,2641706.6338561326
6998,GBR,COD,Inland Transport,6754503.615776469
6999,GBR,COG,Inland Transport,112351.64118534415
7000,GBR,COK,Inland Transport,688.7265840376675
7001,GBR,COL,Inland Transport,12368930.268832825
7002,GBR,COM,Inland Transport,246569.00299089996
7003,GBR,CRI,Inland Transport,2853476.507841397
7004,GBR,CUB,Inland Transport,11598.166421318909
7005,GBR,CYM,Inland Transport,6211.832889336834
7006,GBR,CYP,Inland Transport,20154429.079193376
7007,GBR,CZE,Inland Transport,50293820.12343371
7008,GBR,DEU,Inland Transport,875035203.3007383
7009,GBR,DJI,Inland Transport,296821.37347196677
7010,GBR,DMA,Inland Transport,148565.40550222565
7011,GBR,DNK,Inland Transport,352147706.312468
7012,GBR,DOM,Inland Transport,5121790.7410280835
7013,GBR,DZA,Inland Transport,13125916.134854166
7014,GBR,ECU,Inland Transport,7742869.121980835
7015,GBR,EGY,Inland Transport,32412176.817879386
7016,GBR,ESH,Inland Transport,36147.23047994354
7017,GBR,ESP,Inland Transport,245127197.66663468
7018,GBR,EST,Inland Transport,11621106.170482207
7019,GBR,ETH,Inland Transport,7011093.295780213
7020,GBR,EUX,Inland Transport,33788.59820096399
7021,GBR,FIN,Inland Transport,56885028.07890953
7022,GBR,FJI,Inland Transport,12.751501377722214
7023,GBR,FRA,Inland Transport,511674529.70705235
7024,GBR,FRO,Inland Transport,313950.481278279
7025,GBR,GAB,Inland Transport,241.63216942379367
7026,GBR,GEO,Inland Transport,2446687.3766288958
7027,GBR,GHA,Inland Transport,50.70638142482638
7028,GBR,GIB,Inland Transport,1326966.5951448393
7029,GBR,GIN,Inland Transport,975940.436398355
7030,GBR,GMB,Inland Transport,146733.05884370426
7031,GBR,GNB,Inland Transport,119530.91925163365
7032,GBR,GNQ,Inland Transport,5667.286652134422
7033,GBR,GRC,Inland Transport,99544340.9061344
7034,GBR,GRD,Inland Transport,198689.00663546738
7035,GBR,GTM,Inland Transport,4867287.728092928
7036,GBR,GUF,Inland Transport,89.31615295348841
7037,GBR,GUY,Inland Transport,451188.65905186033
7038,GBR,HKG,Inland Transport,130104235.28124437
7039,GBR,HND,Inland Transport,2515716.71395188
7040,GBR,HRV,Inland Transport,8561988.329517977
7041,GBR,HTI,Inland Transport,39081.788191531115
7042,GBR,HUN,Inland Transport,38459643.32380135
7043,GBR,IDN,Inland Transport,46009582.53687057
7044,GBR,IND,Inland Transport,97543252.93254988
7045,GBR,IRL,Inland Transport,24142239.515902225
7046,GBR,IRN,Inland Transport,23233565.32149914
7047,GBR,IRQ,Inland Transport,21069004.27943946
7048,GBR,ISL,Inland Transport,7493681.56765942
7049,GBR,ISR,Inland Transport,35910551.393735506
7050,GBR,ITA,Inland Transport,356752466.30525875
7051,GBR,JAM,Inland Transport,3104468.975136116
7052,GBR,JOR,Inland Transport,9143877.210609343
7053,GBR,JPN,Inland Transport,390816206.29657066
7054,GBR,KAZ,Inland Transport,9154542.108303012
7055,GBR,KEN,Inland Transport,4001686.9986602482
7056,GBR,KGZ,Inland Transport,260231.45068922712
7057,GBR,KHM,Inland Transport,2642176.4274163954
7058,GBR,KNA,Inland Transport,331538.86248099897
7059,GBR,KOR,Inland Transport,178406565.0111672
7060,GBR,KWT,Inland Transport,23548393.71146795
7061,GBR,LAO,Inland Transport,52.739592848889416
7062,GBR,LBN,Inland Transport,7854143.752542955
7063,GBR,LBY,Inland Transport,10210892.646812407
7064,GBR,LCA,Inland Transport,356192.82002811006
7065,GBR,LKA,Inland Transport,8895070.570574222
7066,GBR,LSO,Inland Transport,280316.87809288234
7067,GBR,LTU,Inland Transport,16565529.254199175
7068,GBR,LUX,Inland Transport,19000266.241536405
7069,GBR,LVA,Inland Transport,9071709.508025987
7070,GBR,MAC,Inland Transport,1522733.7872615831
7071,GBR,MAR,Inland Transport,15526155.585831694
7072,GBR,MDA,Inland Transport,1314170.3670390479
7073,GBR,MDG,Inland Transport,1785626.096236665
7074,GBR,MDV,Inland Transport,691235.4600944587
7075,GBR,MEX,Inland Transport,70139783.44583605
7076,GBR,MHL,Inland Transport,72427.5116409175
7077,GBR,MKD,Inland Transport,1361157.3695417806
7078,GBR,MLI,Inland Transport,2647498.1073060986
7079,GBR,MLT,Inland Transport,4275730.9915307285
7080,GBR,MMR,Inland Transport,1937.7194267233608
7081,GBR,MNE,Inland Transport,664118.7875482616
7082,GBR,MNG,Inland Transport,1289637.080765224
7083,GBR,MOZ,Inland Transport,1318779.0921888812
7084,GBR,MRT,Inland Transport,714.8375016402057
7085,GBR,MSR,Inland Transport,27609.79382719727
7086,GBR,MUS,Inland Transport,2279563.4440169646
7087,GBR,MWI,Inland Transport,103366.91960422826
7088,GBR,MYS,Inland Transport,60810685.71188498
7089,GBR,NAM,Inland Transport,954515.4304157331
7090,GBR,NCL,Inland Transport,1495532.5310012032
7091,GBR,NER,Inland Transport,2298843.099042848
7092,GBR,NGA,Inland Transport,4020393.997413687
7093,GBR,NIC,Inland Transport,1428049.8465753568
7094,GBR,NIU,Inland Transport,3.6255526207576367
7095,GBR,NLD,Inland Transport,203174167.7242246
7096,GBR,NOR,Inland Transport,27224804.37746718
7097,GBR,NPL,Inland Transport,24059.797283485364
7098,GBR,NRU,Inland Transport,0.1926208594263209
7099,GBR,NZL,Inland Transport,22596092.564274624
7100,GBR,OMN,Inland Transport,11431397.138753206
7101,GBR,PAK,Inland Transport,31872277.308115713
7102,GBR,PAN,Inland Transport,7655069.945067963
7103,GBR,PER,Inland Transport,11544948.20224884
7104,GBR,PHL,Inland Transport,26472907.34534471
7105,GBR,PNG,Inland Transport,6330.446180421819
7106,GBR,POL,Inland Transport,74756291.23396137
7107,GBR,PRK,Inland Transport,37008.5825725246
7108,GBR,PRT,Inland Transport,63059200.26236126
7109,GBR,PRY,Inland Transport,2056615.3917913341
7110,GBR,PSE,Inland Transport,393545.7709558039
7111,GBR,PYF,Inland Transport,1025170.0563726992
7112,GBR,QAT,Inland Transport,24824108.46642186
7113,GBR,ROM,Inland Transport,17433961.729294773
7114,GBR,RUS,Inland Transport,102886462.70725489
7115,GBR,RWA,Inland Transport,1442141.9158069592
7116,GBR,SAU,Inland Transport,56658326.95250254
7117,GBR,SDN,Inland Transport,4299635.592353305
7118,GBR,SEN,Inland Transport,2294254.1971052117
7119,GBR,SGP,Inland Transport,216937816.3090389
7120,GBR,SLB,Inland Transport,192156.4184013581
7121,GBR,SLE,Inland Transport,17455.495385627746
7122,GBR,SLV,Inland Transport,1971751.563033491
7123,GBR,SMR,Inland Transport,5.273531084738387
7124,GBR,SRB,Inland Transport,2039481.0651662662
7125,GBR,STP,Inland Transport,41.67034786675229
7126,GBR,SUR,Inland Transport,314321.19572858803
7127,GBR,SVK,Inland Transport,29754399.47913914
7128,GBR,SVN,Inland Transport,11310777.949308734
7129,GBR,SWE,Inland Transport,120793278.54827572
7130,GBR,SWZ,Inland Transport,297444.0197029125
7131,GBR,SYC,Inland Transport,926853.019271775
7132,GBR,SYR,Inland Transport,46100.98418469786
7133,GBR,TCA,Inland Transport,246.01538243193656
7134,GBR,TCD,Inland Transport,216082.7182410017
7135,GBR,TGO,Inland Transport,1053410.4334637043
7136,GBR,THA,Inland Transport,106660486.49741016
7137,GBR,TJK,Inland Transport,573933.9916694348
7138,GBR,TKM,Inland Transport,84067.52523596426
7139,GBR,TMP,Inland Transport,232884.4677112841
7140,GBR,TON,Inland Transport,0.19262086194460667
7141,GBR,TTO,Inland Transport,528243.0283540075
7142,GBR,TUN,Inland Transport,13667017.313795986
7143,GBR,TUR,Inland Transport,47549767.78561701
7144,GBR,TUV,Inland Transport,33.68724890915635
7145,GBR,TZA,Inland Transport,2360.346699480586
7146,GBR,UGA,Inland Transport,4535940.60595758
7147,GBR,UKR,Inland Transport,8500204.12850849
7148,GBR,URY,Inland Transport,4549060.328493638
7149,GBR,USA,Inland Transport,800842255.1285614
7150,GBR,UZB,Inland Transport,485163.7890007029
7151,GBR,VAT,Inland Transport,80.3443006984898
7152,GBR,VCT,Inland Transport,199558.39826072878
7153,GBR,VEN,Inland Transport,24924686.909866635
7154,GBR,VGB,Inland Transport,2930027.0494083585
7155,GBR,VNM,Inland Transport,28843540.054514244
7156,GBR,VUT,Inland Transport,207294.64687130885
7157,GBR,WLD,Inland Transport,5261709519.785382
7158,GBR,WSM,Inland Transport,837.6995861601164
7159,GBR,XXX,Inland Transport,1801479982.87296
7160,GBR,YEM,Inland Transport,5728.877673604071
7161,GBR,ZAF,Inland Transport,42681550.68995129
7162,GBR,ZMB,Inland Transport,2153660.7799466737
7163,GBR,ZWE,Inland Transport,2757772.7830201797
7164,GBR,ABW,Wholesale Trade,521355.6989337935
7165,GBR,AFG,Wholesale Trade,292410.0191180189
7166,GBR,AGO,Wholesale Trade,13224755.041564524
7167,GBR,AIA,Wholesale Trade,114393.40024900825
7168,GBR,ALB,Wholesale Trade,1353063.013852085
7169,GBR,AND,Wholesale Trade,415129.0604163165
7170,GBR,ANT,Wholesale Trade,1595888.4874187685
7171,GBR,ARE,Wholesale Trade,33479403.21359257
7172,GBR,ARG,Wholesale Trade,25553402.07067013
7173,GBR,ARM,Wholesale Trade,2157600.687656938
7174,GBR,ASM,Wholesale Trade,5.658772858117062
7175,GBR,ATG,Wholesale Trade,304130.61019608844
7176,GBR,AUS,Wholesale Trade,50856824.256918795
7177,GBR,AUT,Wholesale Trade,182892951.6109066
7178,GBR,AZE,Wholesale Trade,4055338.767981779
7179,GBR,BDI,Wholesale Trade,484649.3002776767
7180,GBR,BEL,Wholesale Trade,244211590.36230567
7181,GBR,BEN,Wholesale Trade,1330792.4967442898
7182,GBR,BFA,Wholesale Trade,3560838.852791225
7183,GBR,BGD,Wholesale Trade,15042318.648799386
7184,GBR,BGR,Wholesale Trade,8888437.839770198
7185,GBR,BHR,Wholesale Trade,73073.53342352832
7186,GBR,BHS,Wholesale Trade,1522367.9658563237
7187,GBR,BIH,Wholesale Trade,773781.469597909
7188,GBR,BLR,Wholesale Trade,744884.6285169146
7189,GBR,BLZ,Wholesale Trade,417957.13451476133
7190,GBR,BMU,Wholesale Trade,2444092.717432491
7191,GBR,BOL,Wholesale Trade,2643222.951603864
7192,GBR,BRA,Wholesale Trade,81556726.75748521
7193,GBR,BRB,Wholesale Trade,679652.9240050153
7194,GBR,BRN,Wholesale Trade,2090.7756100556844
7195,GBR,BTN,Wholesale Trade,21253.06786764866
7196,GBR,BWA,Wholesale Trade,139768.08405006895
7197,GBR,CAF,Wholesale Trade,408198.4681078505
7198,GBR,CAN,Wholesale Trade,159249426.72603318
7199,GBR,CHE,Wholesale Trade,794397.4557547179
7200,GBR,CHL,Wholesale Trade,51925182.49496488
7201,GBR,CHN,Wholesale Trade,399719373.4593608
7202,GBR,CIV,Wholesale Trade,6971856.585605665
7203,GBR,CMR,Wholesale Trade,2641706.6338561317
7204,GBR,COD,Wholesale Trade,6754503.615776465
7205,GBR,COG,Wholesale Trade,112351.64118534412
7206,GBR,COK,Wholesale Trade,688.7265840376674
7207,GBR,COL,Wholesale Trade,12368930.26883282
7208,GBR,COM,Wholesale Trade,246569.0029909
7209,GBR,CRI,Wholesale Trade,2853476.507841396
7210,GBR,CUB,Wholesale Trade,11598.16642131891
7211,GBR,CYM,Wholesale Trade,6211.8328893368325
7212,GBR,CYP,Wholesale Trade,20154429.07919336
7213,GBR,CZE,Wholesale Trade,50293820.1234337
7214,GBR,DEU,Wholesale Trade,875035203.3007381
7215,GBR,DJI,Wholesale Trade,296821.37347196665
7216,GBR,DMA,Wholesale Trade,148565.40550222553
7217,GBR,DNK,Wholesale Trade,352147706.312468
7218,GBR,DOM,Wholesale Trade,5121790.7410280835
7219,GBR,DZA,Wholesale Trade,13125916.13485416
7220,GBR,ECU,Wholesale Trade,7742869.121980833
7221,GBR,EGY,Wholesale Trade,32412176.81787937
7222,GBR,ESH,Wholesale Trade,36147.23047994354
7223,GBR,ESP,Wholesale Trade,245127197.66663468
7224,GBR,EST,Wholesale Trade,11621106.170482207
7225,GBR,ETH,Wholesale Trade,7011093.295780212
7226,GBR,EUX,Wholesale Trade,33788.59820096398
7227,GBR,FIN,Wholesale Trade,56885028.07890951
7228,GBR,FJI,Wholesale Trade,12.75150137772221
7229,GBR,FRA,Wholesale Trade,511674529.70705247
7230,GBR,FRO,Wholesale Trade,313950.4812782789
7231,GBR,GAB,Wholesale Trade,241.63216942379373
7232,GBR,GEO,Wholesale Trade,2446687.376628895
7233,GBR,GHA,Wholesale Trade,50.706381424826404
7234,GBR,GIB,Wholesale Trade,1326966.5951448388
7235,GBR,GIN,Wholesale Trade,975940.4363983552
7236,GBR,GMB,Wholesale Trade,146733.05884370426
7237,GBR,GNB,Wholesale Trade,119530.91925163365
7238,GBR,GNQ,Wholesale Trade,5667.28665213442
7239,GBR,GRC,Wholesale Trade,99544340.90613434
7240,GBR,GRD,Wholesale Trade,198689.00663546746
7241,GBR,GTM,Wholesale Trade,4867287.728092928
7242,GBR,GUF,Wholesale Trade,89.31615295348841
7243,GBR,GUY,Wholesale Trade,451188.6590518602
7244,GBR,HKG,Wholesale Trade,130104235.28124437
7245,GBR,HND,Wholesale Trade,2515716.7139518787
7246,GBR,HRV,Wholesale Trade,8561988.329517974
7247,GBR,HTI,Wholesale Trade,39081.78819153113
7248,GBR,HUN,Wholesale Trade,38459643.32380133
7249,GBR,IDN,Wholesale Trade,46009582.53687056
7250,GBR,IND,Wholesale Trade,97543252.93254986
7251,GBR,IRL,Wholesale Trade,24142239.515902195
7252,GBR,IRN,Wholesale Trade,23233565.32149914
7253,GBR,IRQ,Wholesale Trade,21069004.27943945
7254,GBR,ISL,Wholesale Trade,7493681.567659419
7255,GBR,ISR,Wholesale Trade,35910551.393735506
7256,GBR,ITA,Wholesale Trade,356752466.30525863
7257,GBR,JAM,Wholesale Trade,3104468.975136115
7258,GBR,JOR,Wholesale Trade,9143877.21060934
7259,GBR,JPN,Wholesale Trade,390816206.29657054
7260,GBR,KAZ,Wholesale Trade,9154542.108303007
7261,GBR,KEN,Wholesale Trade,4001686.9986602473
7262,GBR,KGZ,Wholesale Trade,260231.45068922703
7263,GBR,KHM,Wholesale Trade,2642176.427416396
7264,GBR,KNA,Wholesale Trade,331538.8624809989
7265,GBR,KOR,Wholesale Trade,178406565.01116714
7266,GBR,KWT,Wholesale Trade,23548393.71146795
7267,GBR,LAO,Wholesale Trade,52.73959284888941
7268,GBR,LBN,Wholesale Trade,7854143.752542951
7269,GBR,LBY,Wholesale Trade,10210892.646812404
7270,GBR,LCA,Wholesale Trade,356192.82002811
7271,GBR,LKA,Wholesale Trade,8895070.57057422
7272,GBR,LSO,Wholesale Trade,280316.87809288217
7273,GBR,LTU,Wholesale Trade,16565529.254199175
7274,GBR,LUX,Wholesale Trade,19000266.241536397
7275,GBR,LVA,Wholesale Trade,9071709.508025987
7276,GBR,MAC,Wholesale Trade,1522733.7872615822
7277,GBR,MAR,Wholesale Trade,15526155.585831687
7278,GBR,MDA,Wholesale Trade,1314170.3670390476
7279,GBR,MDG,Wholesale Trade,1785626.0962366662
7280,GBR,MDV,Wholesale Trade,691235.4600944584
7281,GBR,MEX,Wholesale Trade,70139783.44583604
7282,GBR,MHL,Wholesale Trade,72427.51164091747
7283,GBR,MKD,Wholesale Trade,1361157.36954178
7284,GBR,MLI,Wholesale Trade,2647498.107306099
7285,GBR,MLT,Wholesale Trade,4275730.9915307285
7286,GBR,MMR,Wholesale Trade,1937.7194267233608
7287,GBR,MNE,Wholesale Trade,664118.7875482618
