,from_iso3,to_iso3,sector,trade_value
3201,CHN,CUB,Air Transport,6475.1269135311995
3202,CHN,CYM,Air Transport,3467.9969973675566
3203,CHN,CYP,Air Transport,11251992.894123375
3204,CHN,CZE,Air Transport,28078478.65218938
3205,CHN,DEU,Air Transport,488522391.3294682
3206,CHN,DJI,Air Transport,165712.06120536663
3207,CHN,DMA,Air Transport,82942.40836369574
3208,CHN,DNK,Air Transport,196600135.5602935
3209,CHN,DOM,Air Transport,2859438.6274493993
3210,CHN,DZA,Air Transport,7328052.53365924
3211,CHN,ECU,Air Transport,4322757.444446676
3212,CHN,EGY,Air Transport,18095356.69826305
3213,CHN,ESH,Air Transport,20180.59548620284
3214,CHN,ESP,Air Transport,136851779.59959066
3215,CHN,EST,Air Transport,6487933.919552761
3216,CHN,ETH,Air Transport,3914215.165022792
3217,CHN,EUX,Air Transport,18863.797399854357
3218,CHN,FIN,Air Transport,31758276.51633564
3219,CHN,FJI,Air Transport,7.119020952057518
3220,CHN,FRA,Air Transport,285662181.23793656
3221,CHN,FRO,Air Transport,175275.0509860235
3222,CHN,GAB,Air Transport,134.9005443252655
3223,CHN,GBR,Air Transport,223792954.7048111
3224,CHN,GEO,Air Transport,1365958.2649448854
3225,CHN,GHA,Air Transport,28.308807023855
3226,CHN,GIB,Air Transport,740830.6452462611
3227,CHN,GIN,Air Transport,544856.6571790711
3228,CHN,GMB,Air Transport,81919.42966753723
3229,CHN,GNB,Air Transport,66732.77862462013
3230,CHN,GNQ,Air Transport,3163.9829085810543
3231,CHN,GRC,Air Transport,55574494.92242568
3232,CHN,GRD,Air Transport,110925.85565277588
3233,CHN,GTM,Air Transport,2717352.4347903505
3234,CHN,GUF,Air Transport,49.86421170325264
3235,CHN,GUY,Air Transport,251893.5944854745
3236,CHN,HKG,Air Transport,72635742.9986058
3237,CHN,HND,Air Transport,1404496.5738194396
3238,CHN,HRV,Air Transport,4780062.559190059
3239,CHN,HTI,Air Transport,21818.926316038476
3240,CHN,HUN,Air Transport,21471589.77758808
3241,CHN,IDN,Air Transport,25686636.60638757
3242,CHN,IND,Air Transport,54457309.83269599
3243,CHN,IRL,Air Transport,13478342.969367227
3244,CHN,IRN,Air Transport,12971040.304611925
3245,CHN,IRQ,Air Transport,11762590.024603955
3246,CHN,ISL,Air Transport,4183638.813027681
3247,CHN,ISR,Air Transport,20048460.192975923
3248,CHN,ITA,Air Transport,199170921.6894581
3249,CHN,JAM,Air Transport,1733190.3925931558
3250,CHN,JOR,Air Transport,5104924.629431915
3251,CHN,JPN,Air Transport,218188327.6811365
3252,CHN,KAZ,Air Transport,5110878.7228271775
3253,CHN,KEN,Air Transport,2234097.204962014
3254,CHN,KGZ,Air Transport,145284.31554558288
3255,CHN,KHM,Air Transport,1475097.6209493028
3256,CHN,KNA,Air Transport,185094.44797983093
3257,CHN,KOR,Air Transport,99602394.7829415
3258,CHN,KWT,Air Transport,13146805.482225135
3259,CHN,LAO,Air Transport,29.44392627758894
3260,CHN,LBN,Air Transport,4384880.829210463
3261,CHN,LBY,Air Transport,5700627.442888011
3262,CHN,LCA,Air Transport,198858.47741683898
3263,CHN,LKA,Air Transport,4966018.658209139
3264,CHN,LSO,Air Transport,156497.78557409768
3265,CHN,LTU,Air Transport,9248350.162797175
3266,CHN,LUX,Air Transport,10607636.65872972
3267,CHN,LVA,Air Transport,5064634.2062468985
3268,CHN,MAC,Air Transport,850125.284451602
3269,CHN,MAR,Air Transport,8668079.43992746
3270,CHN,MDA,Air Transport,733686.6538609334
3271,CHN,MDG,Air Transport,996895.1274912708
3272,CHN,MDV,Air Transport,385909.0453313022
3273,CHN,MEX,Air Transport,39158258.55581546
3274,CHN,MHL,Air Transport,40435.47168319285
3275,CHN,MKD,Air Transport,759918.9731292928
3276,CHN,MLI,Air Transport,1478068.6554583162
3277,CHN,MLT,Air Transport,2387092.9087023484
3278,CHN,MMR,Air Transport,1081.8071370131174
3279,CHN,MNE,Air Transport,370770.10958655
3280,CHN,MNG,Air Transport,719989.9938494852
3281,CHN,MOZ,Air Transport,736259.6536930365
3282,CHN,MRT,Air Transport,399.08580180086267
3283,CHN,MSR,Air Transport,15414.239854234003
3284,CHN,MUS,Air Transport,1272654.8379513249
3285,CHN,MWI,Air Transport,57708.597961473424
3286,CHN,MYS,Air Transport,33949927.37468728
3287,CHN,NAM,Air Transport,532895.3153754525
3288,CHN,NCL,Air Transport,834939.1265629132
3289,CHN,NER,Air Transport,1283418.4542512454
3290,CHN,NGA,Air Transport,2244541.11365409
3291,CHN,NIC,Air Transport,797264.2967449906
3292,CHN,NIU,Air Transport,2.0241055782696504
3293,CHN,NLD,Air Transport,113429871.04817072
3294,CHN,NOR,Air Transport,15199304.53973544
3295,CHN,NPL,Air Transport,13432.316390807995
3296,CHN,NRU,Air Transport,0.107538076767573
3297,CHN,NZL,Air Transport,12615146.376468232
3298,CHN,OMN,Air Transport,6382021.483701653
3299,CHN,PAK,Air Transport,17793936.82556257
3300,CHN,PAN,Air Transport,4273740.143542158
3301,CHN,PER,Air Transport,6445415.7755743
3302,CHN,PHL,Air Transport,14779528.815535516
3303,CHN,PNG,Air Transport,3534.217474424613
3304,CHN,POL,Air Transport,41735603.34804664
3305,CHN,PRK,Air Transport,20661.47874947849
3306,CHN,PRT,Air Transport,35205247.96178398
3307,CHN,PRY,Air Transport,1148185.427801115
3308,CHN,PSE,Air Transport,219712.21317692808
3309,CHN,PYF,Air Transport,572341.0047611899
3310,CHN,QAT,Air Transport,13859022.79690405
3311,CHN,ROM,Air Transport,9733186.324635638
3312,CHN,RUS,Air Transport,57440364.23629896
3313,CHN,RWA,Air Transport,805131.7417732989
3314,CHN,SAU,Air Transport,31631711.806742616
3315,CHN,SDN,Air Transport,2400438.5806405395
3316,CHN,SEN,Air Transport,1280856.521497347
3317,CHN,SGP,Air Transport,121113962.49353072
3318,CHN,SLB,Air Transport,107278.78452505462
3319,CHN,SLE,Air Transport,9745.208324717663
3320,CHN,SLV,Air Transport,1100806.8990221904
3321,CHN,SMR,Air Transport,2.944153568392218
3322,CHN,SRB,Air Transport,1138619.524412173
3323,CHN,STP,Air Transport,23.2640903024335
3324,CHN,SUR,Air Transport,175482.0167276099
3325,CHN,SVK,Air Transport,16611549.262579333
3326,CHN,SVN,Air Transport,6314681.135970086
3327,CHN,SWE,Air Transport,67437539.73592895
3328,CHN,SWZ,Air Transport,166059.67764930686
3329,CHN,SYC,Air Transport,517451.6998603174
3330,CHN,SYR,Air Transport,25737.66512661125
3331,CHN,TCA,Air Transport,137.34764324467713
3332,CHN,TCD,Air Transport,120636.57078238235
3333,CHN,TGO,Air Transport,588107.2922162587
3334,CHN,THA,Air Transport,59547359.61196645
3335,CHN,TJK,Air Transport,320420.94422943663
3336,CHN,TKM,Air Transport,46933.961406931914
3337,CHN,TMP,Air Transport,130016.80005633527
3338,CHN,TON,Air Transport,0.1075380781735038
3339,CHN,TTO,Air Transport,294912.18917958025
3340,CHN,TUN,Air Transport,7630143.284854998
3341,CHN,TUR,Air Transport,26546504.84708211
3342,CHN,TUV,Air Transport,18.80721522098127
3343,CHN,TZA,Air Transport,1317.7552281866008
3344,CHN,UGA,Air Transport,2532365.0333062704
3345,CHN,UKR,Air Transport,4745569.129086124
3346,CHN,URY,Air Transport,2539689.628022822
3347,CHN,USA,Air Transport,447101296.1276581
3348,CHN,UZB,Air Transport,270861.53047905484
3349,CHN,VAT,Air Transport,44.855326687274285
3350,CHN,VCT,Air Transport,111411.22729745077
3351,CHN,VEN,Air Transport,13915174.61973643
3352,CHN,VGB,Air Transport,1635801.4116890903
3353,CHN,VNM,Air Transport,16103026.608171558
3354,CHN,VUT,Air Transport,115730.28858424668
3355,CHN,WLD,Air Transport,2937553720.570882
3356,CHN,WSM,Air Transport,467.67833282931053
3357,CHN,XXX,Air Transport,1005746175.5202113
3358,CHN,YEM,Air Transport,3198.3684887031786
3359,CHN,ZAF,Air Transport,23828633.55674474
3360,CHN,ZMB,Air Transport,1202364.7852833185
3361,CHN,ZWE,Air Transport,1539633.7765868297
3362,CHN,NAM,Minerals,5965068.0
3363,CHN,PYF,Mining,22933.0
3364,CHN,NCL,Vehicles,9761470.0
3365,CHN,LUX,Minerals,8075986.0
3366,CHN,MLT,Vehicles,829480341.0
3367,CHN,BGR,Minerals,36350479.0
3368,CHN,CAN,Paper,128334486.0
3369,CHN,CRI,Mining,854955.0
3370,CHN,ALB,Minerals,22464632.0
3371,CHN,STP,Leather,195591.0
3372,CHN,COD,Wood,212054.0
3373,CHN,NLD,Chemicals,1055089260.0
3374,CHN,IDN,Chemicals,3057081528.0
3375,CHN,GRC,Business Services,13096.0
3376,CHN,GTM,Business Services,6.0
3377,CHN,ISR,Leather,175916301.0
3378,CHN,BFA,Agriculture,888807.0
3379,CHN,FRO,Metals,1299000.0
3380,CHN,AFG,Leather,8997961.0
3381,CHN,MDG,Electricals,18945678.0
3382,CHN,LBN,Agriculture,26653528.0
3383,CHN,FIN,Chemicals,69806840.0
3384,CHN,LKA,Machinery,84557177.0
3385,CHN,CYM,Mining,4094.0
3386,CHN,NPL,Machinery,38273017.0
3387,CHN,MDV,Fuel,14638.0
3388,CHN,CIV,Metals,40222148.0
3389,CHN,ISL,Chemicals,10490559.0
3390,CHN,VCT,Fuel,1328.0
3391,CHN,AZE,Fuel,20450.0
3392,CHN,ATG,Manufacturing,3936034.0
3393,CHN,HKG,Plastics,2071837194.0
3394,CHN,QAT,Wood,3897082.0
3395,CHN,GEO,Chemicals,11242552.0
3396,CHN,GRL,Paper,40677.0
3397,CHN,SLE,Other,4524513.0
3398,CHN,MDA,Machinery,29645381.0
3399,CHN,PHL,Leather,264457421.0
3400,CHN,LBR,Other,40764208.0
3401,CHN,LCA,Wood,24044.0
3402,CHN,TCA,Leather,3815.0
3403,CHN,VEN,Fuel,41738761.0
3404,CHN,HTI,Electricals,8965025.0
3405,CHN,CUB,Chemicals,93670029.0
3406,CHN,VNM,Machinery,2384414438.0
3407,CHN,ERI,Other,4606517.0
3408,CHN,HKG,Food,2422960635.0
3409,CHN,KAZ,Wood,8477729.0
3410,CHN,AGO,Vehicles,464085438.0
3411,CHN,DMA,Fuel,29.0
3412,CHN,HND,Agriculture,1527634.0
3413,CHN,EST,Other,122483038.0
3414,CHN,SVK,Vehicles,49919770.0
3415,CHN,TUR,Textiles,1325259265.0
3416,CHN,BLR,Metals,88369670.0
3417,CHN,COM,Leather,29669.0
3418,CHN,KOR,Utilities,46.0
3419,CHN,SWE,Minerals,106071745.0
3420,CHN,LVA,Machinery,33719590.0
3421,CHN,DNK,Business Services,2550.0
3422,CHN,BEN,Textiles,1281832299.0
3423,CHN,PER,Machinery,312116934.0
3424,CHN,CIV,Vehicles,17850115.0
3425,CHN,HUN,Paper,8773897.0
3426,CHN,COK,Manufacturing,1529671.0
3427,CHN,ARE,Machinery,1748818707.0
3428,CHN,DMA,Manufacturing,554068.0
3429,CHN,SLB,Paper,973769.0
3430,CHN,GBR,Mining,54915418.0
3431,CHN,SYR,Machinery,255781842.0
3432,CHN,CZE,Other,1844203828.0
3433,CHN,VEN,Manufacturing,329242086.0
3434,CHN,IRN,Machinery,1654453444.0
3435,CHN,AGO,Metals,514045194.0
3436,CHN,SVK,Metals,136185858.0
3437,CHN,KOR,Leather,1025543386.0
3438,CHN,BRA,Leather,412973802.0
3439,CHN,BLR,Vehicles,21871303.0
3440,CHN,MDV,Manufacturing,2766107.0
3441,CHN,ZWE,Machinery,37609673.0
3442,CHN,AUT,Business Services,8939.0
3443,CHN,ATG,Fuel,26257060.0
3444,CHN,FSM,Agriculture,127360.0
3445,CHN,VCT,Manufacturing,1083805.0
3446,CHN,AZE,Manufacturing,6204354.0
3447,CHN,DEU,Mining,127223437.0
3448,CHN,UKR,Food,158303871.0
3449,CHN,NCL,Metals,30823908.0
3450,CHN,MLT,Metals,8988863.0
3451,CHN,MKD,Other,88155652.0
3452,CHN,NFK,Paper,3050.0
3453,CHN,USA,Other,18203618295.0
3454,CHN,XXX,Minerals,20242474.0
3455,CHN,PAN,Machinery,187143750.0
3456,CHN,AUS,Chemicals,1168375993.0
3457,CHN,AFG,Utilities,5098.0
3458,CHN,GRD,Paper,126239.0
3459,CHN,FRA,Electricals,8430203675.0
3460,CHN,FRO,Vehicles,1207682.0
3461,CHN,MOZ,Wood,4187071.0
3462,CHN,UKR,Plastics,380684355.0
3463,CHN,BIH,Minerals,16116918.0
3464,CHN,SWZ,Paper,5121.0
3465,CHN,WSM,Mining,30898.0
3466,CHN,SAU,Business Services,186.0
3467,CHN,ZMB,Textiles,8960301.0
3468,CHN,SOM,Mining,5440.0
3469,CHN,PRY,Other,607397899.0
3470,CHN,MLI,Leather,3756499.0
3471,CHN,MEX,Wood,38573825.0
3472,CHN,ROM,Food,20707957.0
3473,CHN,JAM,Fuel,118258.0
3474,CHN,UGA,Other,81372290.0
3475,CHN,CHE,Wood,30222603.0
3476,CHN,MUS,Vehicles,12335739.0
3477,CHN,CPV,Plastics,600954.0
3478,CHN,MAR,Agriculture,40073374.0
3479,CHN,FJI,Manufacturing,4793507.0
3480,CHN,NOR,Fuel,4335661.0
3481,CHN,ZAF,Agriculture,64682408.0
3482,CHN,GIN,Manufacturing,7687083.0
3483,CHN,MHL,Agriculture,59585.0
3484,CHN,SLV,Fuel,1208608.0
3485,CHN,CYP,Minerals,31994673.0
3486,CHN,CPV,Food,697770.0
3487,CHN,ROM,Plastics,64008404.0
3488,CHN,KGZ,Minerals,34767331.0
3489,CHN,VUT,Minerals,1168200.0
3490,CHN,MYT,Leather,1543443.0
3491,CHN,NRU,Electricals,2560.0
3492,CHN,URY,Agriculture,1475869.0
3493,CHN,KIR,Agriculture,58461.0
3494,CHN,TZA,Leather,19058123.0
3495,CHN,SRB,Other,370597430.0
3496,CHN,TUN,Machinery,154266901.0
3497,CHN,DOM,Utilities,2419.0
3498,CHN,LTU,Manufacturing,26533307.0
3499,CHN,THA,Minerals,281823909.0
3500,CHN,BGD,Textiles,1833255867.0
3501,CHN,MMR,Business Services,3821.0
3502,CHN,PRT,Food,64998358.0
3503,CHN,BHR,Agriculture,5427007.0
3504,CHN,MRT,Textiles,101539669.0
3505,CHN,SDN,Agriculture,12607892.0
3506,CHN,UZB,Food,6063492.0
3507,CHN,OMN,Plastics,33843110.0
3508,CHN,COL,Paper,32724683.0
3509,CHN,ABW,Fuel,1443293.0
3510,CHN,LSO,Vehicles,2188666.0
3511,CHN,KHM,Plastics,12033087.0
3512,CHN,CMR,Business Services,508.0
3513,CHN,PRK,Metals,164349011.0
3514,CHN,BEL,Metals,1146335023.0
3515,CHN,POL,Food,75042428.0
3516,CHN,MAC,Manufacturing,48412257.0
3517,CHN,UZB,Plastics,56839852.0
3518,CHN,TON,Leather,219297.0
3519,CHN,OMN,Food,25746178.0
3520,CHN,PRT,Plastics,50869338.0
3521,CHN,KEN,Metals,96268529.0
3522,CHN,PSE,Metals,20059824.0
3523,CHN,IND,Minerals,534808421.0
3524,CHN,POL,Plastics,333016353.0
3525,CHN,NZL,Fuel,5605421.0
3526,CHN,BRB,Textiles,13405063.0
3527,CHN,BHS,Textiles,2393607.0
3528,CHN,FRA,Chemicals,1358776079.0
3529,CHN,AUS,Electricals,5350661907.0
3530,CHN,GNQ,Agriculture,45164.0
3531,CHN,TKM,Fuel,2110704.0
3532,CHN,KHM,Food,11298172.0
3533,CHN,TJK,Wood,1230987.0
3534,CHN,NZL,Manufacturing,274952749.0
3535,CHN,NLD,Electricals,9492723895.0
3536,CHN,TCD,Agriculture,238947.0
3537,CHN,TGO,Leather,15212888.0
3538,CHN,PAK,Food,25124605.0
3539,CHN,TKM,Manufacturing,9287508.0
3540,CHN,PNG,Mining,769002.0
3541,CHN,LSO,Metals,1467172.0
3542,CHN,SMR,Wood,2472.0
3543,CHN,HRV,Minerals,27648061.0
3544,CHN,NGA,Plastics,379252547.0
3545,CHN,PRK,Vehicles,110925783.0
3546,CHN,BEL,Vehicles,738645999.0
3547,CHN,GHA,Leather,132165789.0
3548,CHN,BWA,Paper,1395544.0
3549,CHN,PAK,Plastics,133619788.0
3550,CHN,IRL,Wood,31743355.0
3551,CHN,FIN,Electricals,992613010.0
3552,CHN,ARG,Minerals,59921563.0
3553,CHN,MAC,Fuel,187756856.0
3554,CHN,MYS,Minerals,218342788.0
3555,CHN,JOR,Other,238485221.0
3556,CHN,KEN,Vehicles,104927114.0
3557,CHN,PSE,Vehicles,1330049.0
3558,CHN,NGA,Food,269628501.0
3559,CHN,MDG,Chemicals,22671668.0
3560,CHN,ABW,Manufacturing,3748692.0
3561,CHN,BOL,Paper,3265562.0
3562,CHN,IDN,Electricals,6507328276.0
3563,CHN,SYC,Wood,316073.0
3564,CHN,COG,Minerals,106262111.0
3565,CHN,HTI,Chemicals,10900674.0
3566,CHN,BDI,Paper,401895.0
3567,CHN,ECU,Mining,830356.0
3568,CHN,EGY,Food,68555075.0
3569,CHN,TUV,Machinery,161674.0
3570,CHN,TTO,Mining,294316.0
3571,CHN,GEO,Electricals,20502364.0
3572,CHN,MUS,Metals,60095206.0
3573,CHN,LTU,Fuel,1074843.0
3574,CHN,SLV,Manufacturing,14221318.0
3575,CHN,DJI,Paper,2643558.0
3576,CHN,AND,Textiles,354131.0
3577,CHN,NIC,Other,66764419.0
3578,CHN,ISL,Electricals,37515753.0
3579,CHN,BMU,Machinery,63508.0
3580,CHN,LBY,Mining,2299097.0
3581,CHN,NOR,Manufacturing,429617021.0
3582,CHN,EGY,Plastics,133487192.0
3583,CHN,DZA,Business Services,6889.0
3584,CHN,,Leather,47304984.0
3585,CHN,GIN,Fuel,401309.0
3586,CHN,RUS,Textiles,2737733621.0
3587,CHN,VGB,Other,5413998.0
3588,CHN,JAM,Manufacturing,8444564.0
3589,CHN,FJI,Fuel,390161.0
3590,CHN,DOM,Leather,86727736.0
3591,CHN,CUB,Electricals,95235235.0
3592,CHN,IRL,Plastics,105640707.0
3593,CHN,MYS,Manufacturing,290093229.0
3594,CHN,ITA,Business Services,380.0
3595,CHN,BFA,Metals,27532570.0
3596,CHN,PAK,Wood,5428978.0
3597,CHN,FRO,Agriculture,93839.0
3598,CHN,LBN,Metals,122734655.0
3599,CHN,AND,Chemicals,15518.0
3600,CHN,ARG,Manufacturing,206400698.0
3601,CHN,BWA,Machinery,49986534.0
3602,CHN,ABW,Minerals,1263730.0
3603,CHN,HTI,Textiles,29229980.0
3604,CHN,JPN,Business Services,72402.0
3605,CHN,TKM,Minerals,15275828.0
3606,CHN,IRL,Food,17382547.0
3607,CHN,NZL,Minerals,95300140.0
3608,CHN,IND,Fuel,204006562.0
3609,CHN,SMR,Plastics,22799.0
3610,CHN,HRV,Manufacturing,106819642.0
3611,CHN,BOL,Machinery,46584501.0
3612,CHN,RUS,Chemicals,1034794054.0
3613,CHN,TUR,Electricals,3531726185.0
3614,CHN,BEN,Electricals,232196131.0
3615,CHN,NGA,Wood,13438445.0
3616,CHN,TON,Mining,7866.0
3617,CHN,ANT,Other,2650992.0
3618,CHN,EGY,Wood,9052967.0
3619,CHN,TUV,Paper,10267.0
3620,CHN,BDI,Machinery,2657889.0
3621,CHN,NOR,Minerals,91428674.0
3622,CHN,SYC,Food,320102.0
3623,CHN,HND,Metals,29235254.0
3624,CHN,BLR,Agriculture,11327793.0
3625,CHN,BMU,Paper,6694.0
3626,CHN,FSM,Vehicles,84046.0
3627,CHN,DJI,Machinery,47008961.0
3628,CHN,JAM,Minerals,12954341.0
3629,CHN,MLI,Mining,10032.0
3630,CHN,SOM,Leather,1656270.0
3631,CHN,THA,Fuel,74123873.0
3632,CHN,CIV,Agriculture,7149687.0
3633,CHN,SYC,Plastics,1470830.0
3634,CHN,COG,Manufacturing,17197262.0
3635,CHN,MDG,Textiles,98483942.0
3636,CHN,TZA,Mining,882188.0
3637,CHN,MYT,Mining,88.0
3638,CHN,KGZ,Fuel,498023.0
3639,CHN,VUT,Fuel,4972803.0
3640,CHN,CYP,Fuel,149102.0
3641,CHN,SLV,Minerals,6181699.0
3642,CHN,SVN,Other,171133348.0
3643,CHN,VUT,Manufacturing,2320384.0
3644,CHN,KGZ,Manufacturing,21403989.0
3645,CHN,LBY,Leather,109737260.0
3646,CHN,CHE,Food,44044324.0
3647,CHN,MNE,Other,33680790.0
3648,CHN,CYP,Manufacturing,56695697.0
3649,CHN,HND,Vehicles,25868100.0
3650,CHN,AGO,Agriculture,4032818.0
3651,CHN,ROM,Wood,26664304.0
3652,CHN,MEX,Food,111779612.0
3653,CHN,LTU,Minerals,14963922.0
3654,CHN,PLW,Plastics,57643.0
3655,CHN,SVK,Agriculture,15066386.0
3656,CHN,TTO,Leather,18566370.0
3657,CHN,THA,Manufacturing,410655259.0
3658,CHN,ECU,Leather,17913559.0
3659,CHN,MRT,Chemicals,13442103.0
3660,CHN,FSM,Metals,491019.0
3661,CHN,SEN,Other,77940611.0
3662,CHN,COG,Fuel,473251.0
3663,CHN,FRA,Textiles,7470750768.0
3664,CHN,DOM,Mining,321297.0
3665,CHN,BHS,Chemicals,15209998.0
3666,CHN,MEX,Plastics,1051770074.0
3667,CHN,FJI,Minerals,4220958.0
3668,CHN,CPV,Wood,81074.0
3669,CHN,BRB,Chemicals,2728114.0
3670,CHN,CHE,Plastics,126048560.0
3671,CHN,GIN,Minerals,8736737.0
3672,CHN,,Mining,572597667.0
3673,CHN,PLW,Food,31327.0
3674,CHN,TUN,Paper,4954463.0
3675,CHN,GIB,Other,670288.0
3676,CHN,GHA,Mining,537578.0
3677,CHN,COL,Machinery,335251805.0
3678,CHN,UZB,Wood,615720.0
3679,CHN,BFA,Vehicles,43316440.0
3680,CHN,HRV,Fuel,138052.0
3681,CHN,LBN,Vehicles,37602484.0
3682,CHN,PRT,Wood,10416179.0
3683,CHN,POL,Wood,39470685.0
3684,CHN,PNG,Leather,7709374.0
3685,CHN,TGO,Mining,76534.0
3686,CHN,TJK,Plastics,40995806.0
3687,CHN,ZMB,Chemicals,15918094.0
3688,CHN,IND,Manufacturing,884338918.0
3689,CHN,BGD,Chemicals,631395495.0
3690,CHN,NCL,Agriculture,634923.0
3691,CHN,MLT,Agriculture,564436.0
3692,CHN,OMN,Wood,6081828.0
3693,CHN,KHM,Wood,206607.0
3694,CHN,TJK,Food,10080805.0
3695,CHN,MAC,Minerals,34888022.0
3696,CHN,MYS,Fuel,37479610.0
3697,CHN,ARG,Fuel,1275508.0
3698,CHN,ARE,Paper,95057064.0
3699,CHN,WLF,Other,24210.0
3700,CHN,MHL,Metals,14533775.0
3701,CHN,VEN,Minerals,188346240.0
3702,CHN,HUN,Machinery,305166743.0
3703,CHN,MRT,Electricals,40284634.0
3704,CHN,ARM,Other,35209095.0
3705,CHN,KWT,Other,215419511.0
3706,CHN,URY,Metals,24593433.0
3707,CHN,KIR,Metals,967954.0
3708,CHN,PHL,Mining,148968939.0
3709,CHN,AZE,Minerals,18651057.0
3710,CHN,SLB,Machinery,933817.0
3711,CHN,VCT,Minerals,315808.0
3712,CHN,ESP,Business Services,267929.0
3713,CHN,MDV,Minerals,5151173.0
3714,CHN,IRN,Paper,96024835.0
3715,CHN,COK,Minerals,79703.0
3716,CHN,SYR,Paper,28275678.0
3717,CHN,SWE,Fuel,1619670.0
3718,CHN,MAR,Metals,312741818.0
3719,CHN,BRB,Electricals,15100878.0
3720,CHN,DMA,Minerals,672837.0
3721,CHN,ZAF,Metals,653125848.0
3722,CHN,AUS,Textiles,3807312582.0
3723,CHN,ZWE,Paper,803701.0
3724,CHN,BHS,Electricals,9344672.0
3725,CHN,CHL,Business Services,919.0
3726,CHN,ZMB,Electricals,21052009.0
3727,CHN,STP,Mining,11508.0
3728,CHN,UKR,Wood,33765204.0
3729,CHN,ALB,Fuel,13332.0
3730,CHN,KEN,Agriculture,3275450.0
3731,CHN,CRI,Leather,33205644.0
3732,CHN,BGR,Fuel,89314.0
3733,CHN,MOZ,Plastics,23651039.0
3734,CHN,PAN,Paper,14650395.0
3735,CHN,LUX,Fuel,14043370.0
3736,CHN,PSE,Agriculture,940253.0
3737,CHN,NER,Other,46943004.0
3738,CHN,PYF,Leather,5891238.0
3739,CHN,NFK,Machinery,33003.0
3740,CHN,GNQ,Metals,87479887.0
3741,CHN,BIH,Manufacturing,23769179.0
3742,CHN,BHR,Metals,121823086.0
3743,CHN,CYM,Leather,44395.0
3744,CHN,SDN,Metals,187790636.0
3745,CHN,TCD,Vehicles,24017018.0
3746,CHN,MOZ,Food,8721367.0
3747,CHN,GRD,Machinery,1303803.0
3748,CHN,CHN,Other,30731609294.0
3749,CHN,BGD,Electricals,320268457.0
3750,CHN,BEL,Agriculture,76896907.0
3751,CHN,PRK,Agriculture,56848623.0
3752,CHN,AFG,Mining,8604.0
3753,CHN,SWZ,Machinery,732631.0
3754,CHN,ISR,Mining,2462939.0
3755,CHN,XXX,Manufacturing,32748490.0
3756,CHN,ETH,Business Services,6229.0
3757,CHN,XXX,Fuel,7601193.0
3758,CHN,GEO,Textiles,12771732.0
3759,CHN,SGP,Other,7261732452.0
3760,CHN,YEM,Other,102831511.0
3761,CHN,AND,Electricals,100300.0
3762,CHN,COD,Food,19531157.0
3763,CHN,DEU,Leather,3098442068.0
3764,CHN,CAN,Machinery,1663333858.0
3765,CHN,GNQ,Vehicles,37780157.0
3766,CHN,ISL,Textiles,42475098.0
3767,CHN,BEN,Chemicals,46996432.0
3768,CHN,BHR,Vehicles,19544796.0
3769,CHN,LUX,Manufacturing,19053298.0
3770,CHN,SDN,Vehicles,115502861.0
3771,CHN,TCD,Metals,37450274.0
3772,CHN,RUS,Electricals,4593476815.0
3773,CHN,WSM,Leather,197598.0
3774,CHN,TUR,Chemicals,941243915.0
3775,CHN,BIH,Fuel,285103.0
3776,CHN,NAM,Manufacturing,12017593.0
3777,CHN,NPL,Paper,3967630.0
3778,CHN,LKA,Paper,17122348.0
3779,CHN,ALB,Manufacturing,21270864.0
3780,CHN,BGR,Manufacturing,75968585.0
3781,CHN,CUB,Textiles,89570111.0
3782,CHN,COD,Plastics,14433190.0
3783,CHN,QAT,Food,4528664.0
3784,CHN,MHL,Vehicles,1269414235.0
3785,CHN,NLD,Textiles,2775582713.0
3786,CHN,KAZ,Plastics,111770006.0
3787,CHN,KIR,Vehicles,81138.0
3788,CHN,URY,Vehicles,97223918.0
3789,CHN,MDA,Paper,1986166.0
3790,CHN,LCA,Food,17256.0
3791,CHN,SWE,Manufacturing,476752072.0
3792,CHN,GRL,Machinery,222643.0
3793,CHN,KAZ,Food,44826684.0
3794,CHN,FIN,Textiles,668959408.0
3795,CHN,ATG,Minerals,870365.0
3796,CHN,HKG,Wood,177762383.0
3797,CHN,QAT,Plastics,43280405.0
3798,CHN,BRA,Mining,17302707.0
3799,CHN,KOR,Mining,1628431793.0
3800,CHN,MUS,Agriculture,3776080.0
3801,CHN,VNM,Paper,144966001.0
3802,CHN,MAR,Vehicles,177191052.0
3803,CHN,RWA,Business Services,975.0
3804,CHN,PER,Paper,35749089.0
3805,CHN,ZAF,Vehicles,203065908.0
3806,CHN,LVA,Paper,1937520.0
3807,CHN,LCA,Plastics,1326578.0
3808,CHN,IDN,Textiles,2462413971.0
3809,CHN,GBR,Leather,2741685507.0
3810,CHN,ECU,Fuel,6353406.0
3811,CHN,TTO,Fuel,497261.0
3812,CHN,WLF,Textiles,28182.0
3813,CHN,LTU,Mining,528890.0
3814,CHN,USA,Chemicals,8276236091.0
3815,CHN,COG,Leather,10377966.0
3816,CHN,JPN,Wood,1122916296.0
3817,CHN,MKD,Chemicals,10038264.0
3818,CHN,ARM,Textiles,27321041.0
3819,CHN,KWT,Textiles,228838664.0
3820,CHN,SUR,Plastics,20347114.0
3821,CHN,BFA,Paper,4200888.0
