country1,country2,mindist
DOM,MNG,11958.8773191447
DOM,SDN,9558.05584513234
DOM,UGA,10864.0251705273
DOM,IRQ,10388.998468373
DOM,JOR,10149.5660904534
DOM,KAZ,10114.8836101351
DOM,NOR,7286.775652524309
DOM,RUS,8214.72377962959
DOM,SWE,7630.244990457091
DOM,DZA,6128.69292831793
DOM,AND,6989.13503257582
DOM,CMR,8465.70850465098
DOM,CAF,9044.26503467208
DOM,TUN,7598.91029543815
DOM,BEN,7467.190034597171
DOM,GNQ,8509.21750469995
DOM,KIR,9453.2212334698
DOM,NER,7278.62090204067
DOM,NGA,7705.6693955849205
DOM,STP,8408.33118622263
DOM,TGO,7346.801445081121
DOM,ALB,8450.94513274474
DOM,BIH,8110.73318434347
DOM,HRV,7927.135503053191
DOM,ITA,7394.42850620125
DOM,MKD,8562.018684454692
DOM,MLT,8174.57011131779
DOM,SMR,7865.08890516452
DOM,BGR,8652.48553795532
DOM,CYP,9762.18041244462
DOM,GEO,10003.941472041899
DOM,GRC,8545.79206355614
DOM,LBN,10082.2293740081
DOM,TUR,9031.03153391018
DOM,AUT,7602.1529316633705
DOM,CZE,7760.56988550217
DOM,DNK,7458.57941750141
DOM,HUN,8103.37838927761
DOM,POL,7864.880237906629
DOM,SVK,8130.06068279369
DOM,SVN,7905.873413236999
DOM,BEL,7084.212527390579
DOM,FRA,6533.945462091159
DOM,LUX,7308.79105913473
DOM,NLD,7143.572380957329
DOM,CHE,7339.652358183291
DOM,BLR,8463.94503807024
DOM,EST,8252.213232880269
DOM,FIN,7994.93879159722
DOM,LVA,8242.997450413159
DOM,LTU,8258.99293203598
DOM,MDA,8841.01403553841
DOM,ROU,8432.47291474838
DOM,UKR,8515.282874749879
DOM,MDV,15370.7129697747
DOM,OMN,12238.434068559
DOM,SOM,11797.291808485601
DOM,LKA,15329.7714539806
DOM,TKM,10976.8037797458
DOM,UZB,10987.2940712253
DOM,YEM,11549.8875098176
DOM,ARM,10373.4181751732
DOM,AZE,10478.2683999316
DOM,BHR,11755.741484908602
DOM,IRN,10508.0814155618
DOM,KWT,11261.9403650247
DOM,QAT,11815.4954132861
DOM,SAU,10235.971384189399
DOM,ARE,11963.986215673798
DOM,AFG,12000.7578480569
DOM,KGZ,12035.741667663899
DOM,NPL,13670.6366786568
DOM,PAK,12373.662382743301
DOM,TJK,12095.138477648401
DOM,BGD,14378.742487470901
DOM,BTN,14276.3941689701
DOM,BRN,17149.976688727198
DOM,JPN,11961.3446127683
DOM,PRK,12698.3041826859
DOM,PLW,15820.281230834
DOM,PHL,15429.361815498602
DOM,KOR,13199.3153245694
DOM,KHM,16157.250055203202
DOM,LAO,15247.130048466599
DOM,MMR,14502.1765828991
DOM,THA,15430.6321138522
DOM,VNM,15202.6605515995
DOM,MHL,12754.5227602228
DOM,FSM,13420.0285280453
DOM,BWA,10583.3364369281
DOM,BDI,10890.146069989301
DOM,KEN,11163.5659405894
DOM,RWA,10862.660318356899
DOM,ZMB,10506.0799744463
DOM,ZWE,10998.3564690048
DOM,COM,12675.664956756102
DOM,LSO,11514.761409853601
DOM,MWI,11527.9614439778
DOM,MOZ,11418.050760223101
DOM,ZAF,10499.393323856899
DOM,SWZ,11797.4741623346
DOM,AGO,9183.698267713891
DOM,COG,9038.29094450516
DOM,COD,9231.029277420072
DOM,FJI,12426.697616745601
DOM,GAB,8673.558584419241
DOM,NAM,9619.49562942034
DOM,NZL,12518.8327503632
DOM,MDG,12908.1375958561
DOM,MUS,14350.4659435723
DOM,SYC,13731.386283265601
DOM,AUS,15266.3720272245
DOM,NRU,13297.6829452142
DOM,PNG,14678.4689895018
DOM,SLB,13730.5457446156
DOM,TUV,12288.787864293601
DOM,VUT,13592.840019879699
DOM,CAN,2628.31029542845
DOM,DEU,7317.374233893441
DOM,CHN,11735.5075329353
DOM,MYS,16838.9363725887
DOM,SGP,17571.706244323603
DOM,IDN,15990.3045195685
DOM,LBY,7839.13388674751
DOM,TCD,8570.77966753155
DOM,ISR,10086.119364865699
DOM,SYR,10032.2489742899
DOM,EGY,9248.87196178472
DOM,IND,12878.9652875695
DOM,USA,1069.95045005362
DOM,TZA,10984.9644001537
DOM,MAR,5360.87284416522
DOM,MRT,5361.41528147784
HTI,GUY,1651.0225225226902
HTI,SUR,2085.25759353404
HTI,TTO,1357.0574521294
HTI,VEN,672.22758068307
HTI,WSM,11219.7519234592
HTI,TON,11792.1399703838
HTI,ARG,4438.604036050179
HTI,BOL,3136.70085632732
HTI,BRA,1698.7739645709
HTI,CHL,3932.65489687448
HTI,ECU,1909.0713598714199
HTI,PRY,4303.02187386141
HTI,PER,1999.5296038111999
HTI,URY,5539.04509034298
HTI,GTM,1493.6472069002
HTI,MEX,1310.10523023052
HTI,BRB,1399.46062003456
HTI,DMA,1128.84824156841
HTI,GRD,1263.10539422166
HTI,LCA,1232.7778263883001
HTI,VCT,1243.55097307411
HTI,DOM,0.0
HTI,HTI,0.0
HTI,JAM,197.41530678429
HTI,BHS,119.737091746227
HTI,BLZ,1441.04996183597
HTI,COL,615.975005771451
HTI,CRI,1284.83487401413
HTI,CUB,89.54593446195629
HTI,SLV,1502.26707963263
HTI,HND,997.4034936369369
HTI,NIC,997.4034936369369
HTI,PAN,1070.0611074189599
HTI,ATG,1050.89198261455
HTI,KNA,943.0148787073441
HTI,ISL,6104.505703674749
HTI,IRL,6348.99284493203
HTI,GBR,6543.1842985064595
HTI,CPV,4897.14797727986
HTI,CIV,6894.19308711183
HTI,GHA,7415.798755759521
HTI,LBR,6632.444334506839
HTI,PRT,4439.54595779173
HTI,ESP,5494.01234696617
HTI,BFA,7134.173006706071
HTI,GIN,6132.96352726462
HTI,GNB,5922.1683721697
HTI,MLI,6321.09715920239
HTI,SEN,5768.21232948162
HTI,SLE,6375.80363507658
HTI,GMB,5880.45314729115
HTI,DJI,11968.0332178023
HTI,ERI,11242.2278392951
HTI,ETH,11242.7660875069
HTI,MNG,11976.911538498502
HTI,SDN,9852.04241964164
HTI,UGA,11203.7406856882
HTI,IRQ,10601.0135645698
HTI,JOR,10371.0193196287
HTI,KAZ,10232.3755042538
HTI,NOR,7390.0727184322095
HTI,RUS,8284.75926094253
HTI,SWE,7741.9243189739
HTI,DZA,6414.39919469592
HTI,AND,7194.71657680717
HTI,CMR,8816.77051674287
HTI,CAF,9390.7560175173
HTI,TUN,7849.1126221900295
HTI,BEN,7812.55627535927
HTI,GNQ,8861.36595234277
HTI,KIR,9195.04344243496
HTI,NER,7612.8191360193005
HTI,NGA,8044.33886503759
HTI,STP,8757.413784302858
HTI,TGO,7692.075186775359
HTI,ALB,8647.75392302974
HTI,BIH,8293.75639974652
HTI,HRV,8110.0686967924
HTI,ITA,7583.32162090563
HTI,MKD,8759.15617117457
HTI,MLT,8409.2390879725
HTI,SMR,8057.780462868391
HTI,BGR,8836.87527877876
HTI,CYP,9977.872218570501
HTI,GEO,10162.1346586214
HTI,GRC,8755.74532856266
HTI,LBN,10295.9374895699
HTI,TUR,9221.96678034693
HTI,AUT,7775.0688976949705
HTI,CZE,7915.09941316711
HTI,DNK,7582.121029843009
HTI,HUN,8276.34712089105
HTI,POL,7998.832249880171
HTI,SVK,8293.06536272711
HTI,SVN,8084.20301470952
HTI,BEL,7235.8976341773
HTI,FRA,6703.2307018927795
HTI,LUX,7468.468469971031
HTI,NLD,7294.07184020869
HTI,CHE,7522.45989649139
HTI,BLR,8593.12020752907
HTI,EST,8362.697846064391
HTI,FIN,8064.501564414742
HTI,LVA,8361.218229623579
HTI,LTU,8380.55147210256
HTI,MDA,8995.083760767478
HTI,ROU,8606.01854191843
HTI,UKR,8673.63304688415
HTI,MDV,15652.584699773899
HTI,OMN,12440.721452694299
HTI,SOM,12098.661010981
HTI,LKA,15517.162692875401
HTI,TKM,11115.4800493002
HTI,UZB,11107.9126574406
HTI,YEM,11823.8576401071
HTI,ARM,10537.2678534127
HTI,AZE,10637.676580474399
HTI,BHR,11974.5592597043
HTI,IRN,10679.3570209725
HTI,KWT,11474.7165754054
HTI,QAT,12033.558252410801
HTI,SAU,10474.0921511657
HTI,ARE,12188.8610492453
HTI,AFG,12141.8516793519
HTI,KGZ,12127.5243141099
HTI,NPL,13766.118176938999
HTI,PAK,12543.48326742
HTI,TJK,12201.1154656958
HTI,BGD,14454.370370741799
HTI,BTN,14344.2856832294
HTI,BRN,17103.1806560314
HTI,JPN,11884.381444961899
HTI,PRK,12650.1238054221
HTI,PLW,15692.9628133847
HTI,PHL,15374.113369730301
HTI,KOR,13149.1093942825
HTI,KHM,16171.678543381599
HTI,LAO,15274.2457465376
HTI,MMR,14540.5606617605
HTI,THA,15467.0876109391
HTI,VNM,15213.3375771997
HTI,MHL,12527.669491960802
HTI,FSM,13196.1229330409
HTI,BWA,10908.174273651
HTI,BDI,11242.7776279283
HTI,KEN,11497.0826221928
HTI,RWA,11215.5040927032
HTI,ZMB,10843.929746715
HTI,ZWE,11328.023187968001
HTI,COM,13024.7476919324
HTI,LSO,11806.4363716915
HTI,MWI,11875.9705088403
HTI,MOZ,11756.636168683799
HTI,ZAF,10785.3166173915
HTI,SWZ,12104.1191326535
HTI,AGO,9528.744073579499
HTI,COG,9386.42967612747
HTI,COD,9575.17565286602
HTI,FJI,12168.0120798755
HTI,GAB,9022.48724341279
HTI,NAM,9938.86969044537
HTI,NZL,12329.1281168978
HTI,MDG,13247.9533478375
HTI,MUS,14688.738601532701
HTI,SYC,14066.9963673499
HTI,AUS,15017.8871190717
HTI,NRU,13046.8665824904
HTI,PNG,14425.429886740501
HTI,SLB,13472.002630052
HTI,TUV,12029.6451470039
HTI,VUT,13334.4743951324
HTI,CAN,2575.01294827622
HTI,DEU,7469.39655437442
HTI,CHN,11710.2282218154
HTI,MYS,16783.2068645525
HTI,SGP,17610.9120754909
HTI,IDN,15782.556302275902
HTI,LBY,8106.94338433144
HTI,TCD,8863.78783749668
HTI,ISR,10307.640576477601
HTI,SYR,10237.8499506159
HTI,EGY,9493.675093283058
HTI,IND,12986.419751158899
HTI,USA,931.26568701614
HTI,TZA,11334.803132520501
HTI,MAR,5681.766757286379
HTI,MRT,5687.349048966529
JAM,GUY,2036.23071754457
JAM,SUR,2463.20438233708
JAM,TTO,1762.22478558151
JAM,VEN,827.5899725679581
JAM,WSM,10812.046753394001
JAM,TON,11394.3188291266
JAM,ARG,4514.420288083161
JAM,BOL,3245.6160786877504
JAM,BRA,1918.50243675125
JAM,CHL,3976.90285111041
JAM,ECU,1804.41386448522
JAM,PRY,4437.24461582698
JAM,PER,1970.33310391224
JAM,URY,5673.71742149917
JAM,GTM,1085.09832616305
JAM,MEX,915.38060026146
JAM,BRB,1851.1445884997
JAM,DMA,1596.74413617802
JAM,GRD,1686.5754728018899
JAM,LCA,1684.6919832413098
JAM,VCT,1689.0448857429699
JAM,DOM,457.050187918004
JAM,HTI,197.41530678429
JAM,JAM,0.0
JAM,BHS,417.767590201253
JAM,BLZ,1027.49487330966
JAM,COL,758.241962913954
JAM,CRI,987.679013289053
JAM,CUB,144.91286524657102
JAM,SLV,1111.19192845104
JAM,HND,622.255532555143
JAM,NIC,622.255532555143
JAM,PAN,927.7976182073711
JAM,ATG,1530.5132721175798
JAM,KNA,1424.39877928578
JAM,ISL,6453.49566050535
JAM,IRL,6793.26939960475
JAM,GBR,6976.54968615713
JAM,CPV,5392.74792865343
JAM,CIV,7379.726466488829
JAM,GHA,7908.56043631785
JAM,LBR,7114.528250975601
JAM,PRT,4926.51133438015
JAM,ESP,6005.86464648669
JAM,BFA,7626.688084553481
JAM,GIN,6617.874906112829
JAM,GNB,6407.7500634993
JAM,MLI,6817.584329367529
JAM,SEN,6261.01681964215
JAM,SLE,6859.5942682657205
JAM,GMB,6369.123396694661
JAM,DJI,12480.036894224098
JAM,ERI,11753.3701283974
JAM,ETH,11751.0410645232
JAM,MNG,12168.0153770043
JAM,SDN,10363.880738064001
JAM,UGA,11704.453321038998
JAM,IRQ,11085.6814000363
JAM,JOR,10860.7897824132
JAM,KAZ,10643.7862592812
JAM,NOR,7784.712432586609
JAM,RUS,8212.49081354031
JAM,SWE,8134.70694044289
JAM,DZA,6925.7986858245495
JAM,AND,7679.34735978933
JAM,CMR,9305.15002241355
JAM,CAF,9884.67668871333
JAM,TUN,8352.29961691404
JAM,BEN,8307.62645796895
JAM,GNQ,9345.8477427587
JAM,KIR,8780.88408114946
JAM,NER,8116.135387539459
JAM,NGA,8544.989051962379
JAM,STP,9238.51258152477
JAM,TGO,8187.315394664459
JAM,ALB,9125.96490934202
JAM,BIH,8764.25794452792
JAM,HRV,8580.768724287049
JAM,ITA,8058.29511397193
JAM,MKD,9237.42787156868
JAM,MLT,8906.42420965803
JAM,SMR,8534.33529908633
JAM,BGR,9307.487665206021
JAM,CYP,10465.042938152801
JAM,GEO,10613.2909730669
JAM,GRC,9241.03285897098
JAM,LBN,10781.7903280383
JAM,TUR,9696.07008093582
JAM,AUT,8240.02388399902
JAM,CZE,8367.573997474441
JAM,DNK,8006.071533124459
JAM,HUN,8740.55695158389
JAM,POL,8433.79585210697
JAM,SVK,8750.67512107235
JAM,SVN,8552.09981288452
JAM,BEL,7687.722811889971
JAM,FRA,7166.421457039421
JAM,LUX,7925.28763640253
JAM,NLD,7744.95613154317
JAM,CHE,7993.92117712552
JAM,BLR,9021.59305090119
JAM,EST,8767.08387375388
JAM,FIN,8398.66712544441
JAM,LVA,8777.32479210264
JAM,LTU,8800.575800354929
JAM,MDA,9445.29323288818
JAM,ROU,9070.10446353936
JAM,UKR,9112.764066648051
JAM,MDV,16162.130482153101
JAM,OMN,12917.8087949077
JAM,SOM,12610.660131811399
JAM,LKA,15977.7206093146
JAM,TKM,11550.1576135252
JAM,UZB,11521.390139991201
JAM,YEM,12332.695248094
JAM,ARM,10991.8262834383
JAM,AZE,11088.899196554099
JAM,BHR,12461.587960116001
JAM,IRN,11138.8554777201
JAM,KWT,11957.060284745501
JAM,QAT,12520.126569338501
JAM,SAU,10971.494251484799
JAM,ARE,12678.8474383745
JAM,AFG,12576.219004084
JAM,KGZ,12494.9949699823
JAM,NPL,14132.4105773228
JAM,PAK,12998.828325826398
JAM,TJK,12587.516764906
JAM,BGD,14778.7610641701
JAM,BTN,14647.984997695501
JAM,BRN,17032.2472375325
JAM,JPN,11771.0019359198
JAM,PRK,12620.503621311398
JAM,PLW,15394.1923691499
JAM,PHL,15304.2862774232
JAM,KOR,13111.8724164197
JAM,KHM,16282.1973191947
JAM,LAO,15468.7638311754
JAM,MMR,14772.968314137099
JAM,THA,15686.0200794802
JAM,VNM,15361.5977300666
JAM,MHL,12137.0293859562
JAM,FSM,12806.940586704199
JAM,BWA,11361.3541536504
JAM,BDI,11727.6798181508
JAM,KEN,12001.173396800901
JAM,RWA,11700.629364865601
JAM,ZMB,11310.671589547901
JAM,ZWE,11785.143030168301
JAM,COM,13505.296311960401
JAM,LSO,12226.8694667147
JAM,MWI,12355.360511298799
JAM,MOZ,12223.9424659501
JAM,ZAF,11201.2547884114
JAM,SWZ,12539.283449569299
JAM,AGO,10004.9301000073
JAM,COG,9866.34927653091
JAM,COD,10050.2537424802
JAM,FJI,11760.773190895401
JAM,GAB,9503.37697400844
JAM,NAM,10387.848397669399
JAM,NZL,12008.2458357629
JAM,MDG,13716.1996603425
JAM,MUS,15153.908924668998
JAM,SYC,14570.1630647144
JAM,AUS,14630.76364117
JAM,NRU,12641.498002351202
JAM,PNG,14016.530679310401
JAM,SLB,13057.8557609116
JAM,TUV,11615.7484569266
JAM,VUT,12928.0869050074
JAM,CAN,2605.28094745546
JAM,DEU,7918.66873651657
JAM,CHN,11757.548634851
JAM,MYS,16692.3718544776
JAM,SGP,17792.1050798973
JAM,IDN,15401.069233087299
JAM,LBY,8615.14072728852
JAM,TCD,9375.589853586609
JAM,ISR,10796.94607979
JAM,SYR,10719.096500200601
JAM,EGY,9994.28285022172
JAM,IND,13377.339843964499
JAM,USA,781.9064526328799
JAM,TZA,11824.593768358998
JAM,MAR,6190.26201187897
JAM,MRT,6194.166587087049
BHS,GUY,1971.23268731091
BHS,SUR,2403.82886444112
BHS,TTO,1671.88324222251
BHS,VEN,1025.70856014474
BHS,WSM,10941.6816837678
BHS,TON,11598.9293934295
BHS,ARG,4781.304492289871
BHS,BOL,3483.67850100406
BHS,BRA,2053.5808568252696
BHS,CHL,4266.98696627424
BHS,ECU,2222.66775966112
BHS,PRY,4654.58616538663
BHS,PER,2320.05022559882
BHS,URY,5891.231094956851
BHS,GTM,1340.39764098476
BHS,MEX,928.726010017424
BHS,BRB,1665.5367640585198
BHS,DMA,1368.3343660031098
BHS,GRD,1563.9901998054902
BHS,LCA,1500.6687025121398
BHS,VCT,1522.12517242009
BHS,DOM,195.540548447982
BHS,HTI,119.737091746227
BHS,JAM,417.767590201253
BHS,BHS,0.0
BHS,BLZ,1223.70927769695
BHS,COL,953.5902313726281
BHS,CRI,1535.075777315
BHS,CUB,88.78272912390992
BHS,SLV,1514.4334453821698
BHS,HND,1107.74736998416
BHS,NIC,1118.82628607837
BHS,PAN,1373.64114499018
BHS,ATG,1263.11194612761
BHS,KNA,1152.9985021125399
BHS,ISL,5628.519960232061
BHS,IRL,6146.082539510339
BHS,GBR,6299.79137032869
BHS,CPV,5019.123351835129
BHS,CIV,7026.03368835455
BHS,GHA,7538.349211160991
BHS,LBR,6790.48523994709
BHS,PRT,4379.84380194217
BHS,ESP,5560.14909896104
BHS,BFA,7256.43811093369
BHS,GIN,6273.098473328841
BHS,GNB,6055.32668188812
BHS,MLI,6440.01002651449
BHS,SEN,5892.49903960057
BHS,SLE,6524.30704252826
BHS,GMB,6009.42105616415
BHS,DJI,12031.461381667199
BHS,ERI,11294.065608988401
BHS,ETH,11332.4593176052
BHS,MNG,11240.8855001469
BHS,SDN,9912.64294927732
BHS,UGA,11310.4608807592
BHS,IRQ,10511.281339819101
BHS,JOR,10299.8324279659
BHS,KAZ,9884.11380431329
BHS,NOR,7011.819171679661
BHS,RUS,7353.426132225941
BHS,SWE,7342.679208313821
BHS,DZA,6472.14528867381
BHS,AND,7114.85129433715
BHS,CMR,8943.138055360609
BHS,CAF,9510.16280413098
BHS,TUN,7831.0385525230095
BHS,BEN,7930.7108275624
BHS,GNQ,9000.36098926747
BHS,KIR,8761.08267668034
BHS,NER,7718.14545037812
BHS,NGA,8154.672664552259
BHS,STP,8916.442674667709
BHS,TGO,7811.260061543109
BHS,ALB,8542.880061399159
BHS,BIH,8167.6740709389405
BHS,HRV,7985.01135529335
BHS,ITA,7470.0267362143
BHS,MKD,8654.163720314169
BHS,MLT,8374.63401050471
BHS,SMR,7949.5677428812905
BHS,BGR,8709.710725260771
BHS,CYP,9898.45455158574
BHS,GEO,9952.0010573486
BHS,GRC,8673.30128886186
BHS,LBN,10211.0559475215
BHS,TUR,9103.53440827291
BHS,AUT,7635.6515906391405
BHS,CZE,7728.05088402817
BHS,DNK,7295.460448703141
BHS,HUN,8124.7852247785495
BHS,POL,7746.70691922313
BHS,SVK,8122.99758762403
BHS,SVN,7951.65790371275
BHS,BEL,7052.48194814292
BHS,FRA,6562.27583634844
BHS,LUX,7302.56310791723
BHS,NLD,7105.690635921179
BHS,CHE,7401.1167799717905
BHS,BLR,8312.83754818472
BHS,EST,8006.884756317851
BHS,FIN,7551.830063403891
BHS,LVA,8041.95723097897
BHS,LTU,8073.782837100459
BHS,MDA,8790.574951910841
BHS,ROU,8460.14776861001
BHS,UKR,8430.560956574749
BHS,MDV,15663.221780856002
BHS,OMN,12320.600240297299
BHS,SOM,12163.6382351933
BHS,LKA,15280.9435387508
BHS,TKM,10835.7896632469
BHS,UZB,10759.4393656393
BHS,YEM,11849.710369562901
BHS,ARM,10337.308053188399
BHS,AZE,10423.5577674895
BHS,BHR,11888.7592900758
BHS,IRN,10497.6157621854
BHS,KWT,11374.970944329
BHS,QAT,11945.9970493073
BHS,SAU,10433.8343530242
BHS,ARE,12112.8647004353
BHS,AFG,11852.217086968702
BHS,KGZ,11660.5299118347
BHS,NPL,13284.7364996186
BHS,PAK,12286.5057923786
BHS,TJK,11772.8951879096
BHS,BGD,13895.3363638687
BHS,BTN,13751.9250924851
BHS,BRN,16182.817250497299
BHS,JPN,10943.2457975137
BHS,PRK,11740.9584302412
BHS,PLW,14759.2512501624
BHS,PHL,14449.8610654905
BHS,KOR,12236.093577926398
BHS,KHM,15363.5556480825
BHS,LAO,14541.0371451372
BHS,MMR,13846.739234101498
BHS,THA,14758.1988235623
BHS,VNM,14435.9190868966
BHS,MHL,11817.463851653702
BHS,FSM,12472.6971992402
BHS,BWA,11135.9695945737
BHS,BDI,11373.503980276999
BHS,KEN,11597.8624920751
BHS,RWA,11345.10445216
BHS,ZMB,11042.7826129681
BHS,ZWE,11546.2595277708
BHS,COM,13178.8185985572
BHS,LSO,12078.1177374305
BHS,MWI,12037.0548975351
BHS,MOZ,11952.629674726799
BHS,ZAF,11062.816298456399
BHS,SWZ,12358.704583704199
BHS,AGO,9705.088325743991
BHS,COG,9547.39833334251
BHS,COD,9754.88257928917
BHS,FJI,11878.2949318556
BHS,GAB,9182.03470073291
BHS,NAM,10176.838069503001
BHS,NZL,12448.0444904196
BHS,MDG,13438.793864686699
BHS,MUS,14882.452147754098
BHS,SYC,14167.4094429039
BHS,AUS,14810.835019081398
BHS,NRU,12425.168235493898
BHS,PNG,13816.0281233353
BHS,SLB,13003.2785402974
BHS,TUV,11605.6280998676
BHS,VUT,13003.094076456498
BHS,CAN,1694.86073487578
BHS,DEU,7270.52006142592
BHS,CHN,10851.0220043565
BHS,MYS,15854.3601058913
BHS,SGP,16865.411369231002
BHS,IDN,14996.990205253602
BHS,LBY,8141.0164091815195
BHS,TCD,8924.68421578286
BHS,ISR,10234.9267870404
BHS,SYR,10138.0684640275
BHS,EGY,9472.244244915859
BHS,IND,12562.8874433389
BHS,USA,105.67694205749201
BHS,TZA,11457.4658672731
BHS,MAR,5774.762730314711
BHS,MRT,5783.50789378371
BLZ,GUY,3155.92558315797
BLZ,SUR,3564.0121677352004
BLZ,TTO,2943.1700207959198
BLZ,VEN,1814.84187437498
BLZ,WSM,9628.61267468595
BLZ,TON,10219.8288626915
BLZ,ARG,4841.15994538324
BLZ,BOL,3650.55843762758
BLZ,BRA,2604.6839313597898
BLZ,CHL,4255.3345645664895
BLZ,ECU,1757.37201079589
BLZ,PRY,4923.43782393137
BLZ,PER,2292.47846452784
BLZ,URY,6096.949651452321
BLZ,GTM,0.0
BLZ,MEX,0.0
BLZ,BRB,3090.9124022107203
BLZ,DMA,2846.6164666746995
BLZ,GRD,2898.61162708127
BLZ,LCA,2925.66416933698
BLZ,VCT,2925.3906740548
BLZ,DOM,1698.4046233155
BLZ,HTI,1441.04996183597
BLZ,JAM,1027.49487330966
BLZ,BHS,1223.70927769695
BLZ,BLZ,0.0
BLZ,COL,1474.46869293439
BLZ,CRI,628.160686254966
BLZ,CUB,516.176979846419
BLZ,SLV,167.367846393594
BLZ,HND,90.46830277903672
BLZ,NIC,330.928463100681
BLZ,PAN,957.082588195526
BLZ,ATG,2781.01735609149
BLZ,KNA,2674.19889768927
BLZ,ISL,6944.77857943647
BLZ,IRL,7578.770750959259
BLZ,GBR,7718.600198714259
BLZ,CPV,6624.5638765739095
BLZ,CIV,8622.1807099573
BLZ,GHA,9143.67994639222
BLZ,LBR,8364.33291944289
BLZ,PRT,5913.15333339119
BLZ,ESP,7156.2221029691
BLZ,BFA,8861.9725348466
BLZ,GIN,7862.96803107869
BLZ,GNB,7650.15271585338
BLZ,MLI,8047.89471001657
BLZ,SEN,7496.182205510219
BLZ,SLE,8107.30074531485
BLZ,GMB,7608.5706416883095
BLZ,DJI,13611.9837702603
BLZ,ERI,12856.471889846101
BLZ,ETH,12942.4095962678
BLZ,MNG,12034.4980092263
BLZ,SDN,11490.3976242675
BLZ,UGA,12924.1575521635
BLZ,IRQ,11954.072068373602
BLZ,JOR,11794.8535062095
BLZ,KAZ,11235.534745573601
BLZ,NOR,8372.39754661512
BLZ,RUS,7742.83716820134
BLZ,SWE,8684.112139778079
BLZ,DZA,8056.520975749179
BLZ,AND,8620.910086666701
BLZ,CMR,10545.0085281402
BLZ,CAF,11118.147285012801
BLZ,TUN,9366.142283520609
BLZ,BEN,9539.331107256421
BLZ,GNQ,10591.923671938499
BLZ,KIR,7613.16813933468
BLZ,NER,9331.661602638342
BLZ,NGA,9767.106710759079
BLZ,STP,10489.0146125263
BLZ,TGO,9419.17632066905
BLZ,ALB,10018.7769172427
BLZ,BIH,9625.54354753509
BLZ,HRV,9445.403882983359
BLZ,ITA,8940.43746238737
BLZ,MKD,10129.1727501832
BLZ,MLT,9904.46823893371
BLZ,SMR,9426.5426083955
BLZ,BGR,10162.046600974201
BLZ,CYP,11388.7301850925
BLZ,GEO,11362.6223297848
BLZ,GRC,10168.230513004399
BLZ,LBN,11694.4628363855
BLZ,TUR,10561.910579543299
BLZ,AUT,9084.09609067882
BLZ,CZE,9157.787736968829
BLZ,DNK,8694.132837496629
BLZ,HUN,9561.58023608292
BLZ,POL,9154.61336595398
BLZ,SVK,9556.114520016179
BLZ,SVN,9404.610924245892
BLZ,BEL,8486.298558841341
BLZ,FRA,8019.121651692009
BLZ,LUX,8740.06107059115
BLZ,NLD,8536.75936850621
BLZ,CHE,8866.02849026436
BLZ,BLR,9707.52408857138
BLZ,EST,9370.27970537214
BLZ,FIN,8819.597887675749
BLZ,LVA,9420.009754629978
BLZ,LTU,9459.364289883579
BLZ,MDA,10209.334582568299
BLZ,ROU,9898.622707464301
BLZ,UKR,9837.864039771159
BLZ,MDV,17183.344718990702
BLZ,OMN,13751.773735930601
BLZ,SOM,13746.2598957233
BLZ,LKA,16626.469994406798
BLZ,TKM,12209.786986071598
BLZ,UZB,12102.715765228
BLZ,YEM,13397.7289028575
BLZ,ARM,11749.6391393581
BLZ,AZE,11830.5812475471
BLZ,BHR,13359.134758189699
BLZ,IRN,11916.233565098899
BLZ,KWT,12835.0779785801
BLZ,QAT,13414.0841345953
BLZ,SAU,11952.2431989647
BLZ,ARE,13591.230867055901
BLZ,AFG,13217.359161621102
BLZ,KGZ,12908.560646443799
BLZ,NPL,14486.722516906799
BLZ,PAK,13561.923805798899
BLZ,TJK,13050.5436269819
BLZ,BGD,15000.7141217794
BLZ,BTN,14821.7563629274
BLZ,BRN,16338.4842107279
BLZ,JPN,11169.5730408962
BLZ,PRK,12142.982232228302
BLZ,PLW,14442.6384827381
BLZ,PHL,14696.700913357901
BLZ,KOR,12613.1256393901
BLZ,KHM,15940.1726687924
BLZ,LAO,15335.157141088
BLZ,MMR,14760.3496532949
BLZ,THA,15599.400332281299
BLZ,VNM,15143.7026637652
BLZ,MHL,11032.7144008938
BLZ,FSM,11704.3738881918
BLZ,BWA,12537.9841063342
BLZ,BDI,12972.1354406054
BLZ,KEN,13211.626819706298
BLZ,RWA,12944.2412456099
BLZ,ZMB,12551.1291939593
BLZ,ZWE,13001.3336559697
BLZ,COM,14756.057214383502
BLZ,LSO,13326.1855449024
BLZ,MWI,13606.358637379699
BLZ,MOZ,13464.0646154987
BLZ,ZAF,12295.637408523899
BLZ,SWZ,13683.7932420373
BLZ,AGO,11255.427320446299
BLZ,COG,11117.2801013687
BLZ,COD,11300.2642097278
BLZ,FJI,10577.5175537314
BLZ,GAB,10753.9844981427
BLZ,NAM,11585.2589602291
BLZ,NZL,10976.414111996999
BLZ,MDG,14922.590423393101
BLZ,MUS,16379.621035535
BLZ,SYC,15780.8741874051
BLZ,AUS,13467.5491587772
BLZ,NRU,11509.540038348601
BLZ,PNG,12875.0707933975
BLZ,SLB,11885.618355623
BLZ,TUV,10439.8061799839
BLZ,VUT,11745.201422313601
BLZ,CAN,2623.48022054668
